ItemID;CommonName;Genus;Species;Family
544;radish, wild;Raphanus;raphanistrum;Brassicaceae
545;radish, wild;Raphanus;sativus;Brassicaceae
1496;bastard-cabbage, annual;Rapistrum;rugosum;Brassicaceae
974;coneflower, upright prairie;Ratibida;columnifera;Asteraceae
1206;Mexican-hat, gray head;Ratibida;pinnata;Asteraceae
546;mignonette, yellow;Reseda;lutea;Resedaceae
193;buckthorn, alder-leaf;Rhamnus;alnifolia;Rhamnaceae
782;buckthorn, common;Rhamnus;cathartica;Rhamnaceae
1670;buckthorn, lance leaved;Rhamnus;lanceolata;Rhamnaceae
1653;meadow-beauty, Virginia;Rhexia;virginica;Melastomataceae
547;yellowrattle, little;Rhinanthus;minor;Orobanchaceae
448;tea, bog Labrador;Rhododendron;groenlandicum;Ericaceae
1057;rosebay, Lappland;Rhododendron;lapponicum;Ericaceae
1830;jetbead;Rhodotypos;scandens;Rosaceae
1120;sumac, fragrant;Rhus;aromatica;Anacardiaceae
1590;sumac, dwarf;Rhus;copallina;Anacardiaceae
3;sumac, western;Rhus;glabra;Anacardiaceae
1161;sumac, staghorn;Rhus;hirta;Anacardiaceae
783;currant, American black;Ribes;americanum;Grossulariaceae
1329;currant, buffalo;Ribes;aureum, var. villosum;Grossulariaceae
1328;gooseberry, eastern prickly;Ribes;cynosbati;Grossulariaceae
500;currant, skunk;Ribes;glandulosum;Grossulariaceae
784;gooseberry, hairystem;Ribes;hirtellum;Grossulariaceae
117;current, stinking;Ribes;hudsonianum;Grossulariaceae
118;gooseberry, swamp;Ribes;lacustre;Grossulariaceae
785;gooseberry, Missouri;Ribes;missouriense;Grossulariaceae
335;currant, European black;Ribes;nigrum;Grossulariaceae
508;gooseberry, northern;Ribes;oxyacanthoides;Grossulariaceae
786;currant, cultivated;Ribes;rubrum;Grossulariaceae
548;currant, red;Ribes;triste;Grossulariaceae
1330;gooseberry, European;Ribes;uva-crispi;Grossulariaceae
1066;locust, bristly;Robinia;hispida;Fabaceae
100;locust, black;Robinia;pseudoacacia;Fabaceae
1235;lakecress;Rorippa;aquatica;Brassicaceae
710;yellowcress, Austrian;Rorippa;austriaca;Brassicaceae
549;yellowcress, bog;Rorippa;palustris;Brassicaceae
39;yellowcress, stalkless;Rorippa;sessiliflora;Brassicaceae
41;yellowcress, spreading;Rorippa;sinuata;Brassicaceae
550;yellowcress, creeping;Rorippa;sylvestris;Brassicaceae
711;rose, prickly;Rosa;acicularis;Rosaceae
787;rose, prairie;Rosa;arkansana;Rosaceae
788;rose, smooth;Rosa;blanda;Rosaceae
551;rose, dog;Rosa;canina;Rosaceae
1680;rose, Carolina;Rosa;carolina;Rosaceae
1831;rose, cinnamon;Rosa;cinnamomea;Rosaceae
1745;rose, French;Rosa;gallica;Rosaceae
552;rose, multiflora;Rosa;multiflora;Rosaceae
1681;rose, swamp;Rosa;palustris;Rosaceae
334;rose, sweetbriar;Rosa;rubiginosa;Rosaceae
670;rose, rugosa;Rosa;rugosa;Rosaceae
1682;rose, climbing;Rosa;setigera;Rosaceae
1832;rose, Scots;Rosa;spinosissima;Rosaceae
204;rose, Wood's;Rosa;woodsii;Rosaceae
553;rotala, lowland;Rotala;ramosior;Lythraceae
1089;blackberry, Allegheny;Rubus;allegheniensis;Rosaceae
554;blackberry, arctic;Rubus;arcticus;Rosaceae
1834;dewberry, European;Rubus;caesius;Rosaceae
1746;blackberry, smooth;Rubus;canadensis;Rosaceae
1795;dewberry;Rubus;celer;Rosaceae
1499;dewberry, whiplash;Rubus;flagellaris;Rosaceae
1833;dewberry, swamp;Rubus;hispidus;Rosaceae
205;raspberry, red;Rubus;idaeus;Rosaceae
1501;raspberry, black;Rubus;occidentalis;Rosaceae
206;thimbleberry, western;Rubus;parviflorus;Rosaceae
1502;blackberry, Penslyvania;Rubus;pensilvanicus;Rosaceae
555;blackberry, dwarf red;Rubus;pubescens;Rosaceae
1794;blackberry, elulsive;Rubus;quaesitus;Rosaceae
1503;blackberry, setose;Rubus;setosus;Rosaceae
1395;coneflower, orange;Rudbeckia;fulgida;Asteraceae
975;blackeyed-Susan;Rudbeckia;hirta;Asteraceae
976;coneflower, cutleaf;Rudbeckia;laciniata;Asteraceae
1609;coneflower, sweet;Rudbeckia;subtomentosa;Asteraceae
1069;browneyed-Susan;Rudbeckia;triloba;Asteraceae
1108;petunia, fringe-leaf wild;Ruellia;humilis;Acanthaceae
163;sorrel, garden;Rumex;acetosa;Polygonaceae
164;sorrel, sheep;Rumex;acetosella;Polygonaceae
557;dock, acute;Rumex;acutus X;Polygonaceae
1067;dock, pale;Rumex;altissimus;Polygonaceae
1444;dock, greater water;Rumex;britannica;Polygonaceae
165;dock, curly;Rumex;crispus;Polygonaceae
1782;dock, golden;Rumex;fueginus;Polygonaceae
1443;dock, door-yard;Rumex;longifolius;Polygonaceae
166;dock, broad-leaved;Rumex;obtusifolius;Polygonaceae
167;dock, patience;Rumex;patientia;Polygonaceae
168;dock, willow;Rumex;salicifolius;Polygonaceae
789;dock, narrowleaf;Rumex;stenophyllus;Polygonaceae
1835;sorrel, narrow-leaved;Rumex;thyrsiflorus;Polygonaceae
306;dock, veiny;Rumex;venosus;Polygonaceae
1445;dock, swamp;Rumex;verticillatus;Polygonaceae
558;widgeongrass;Ruppia;maritima;Ruppiaceae
1749;rose-gentian, square-stem;Sabatia;angularis;Gentianaceae
559;pearlwort, birdeye;Sagina;procumbens;Caryophyllaceae
1098;arrowhead, midwestern;Sagittaria;brevirostra;Alismataceae
1117;arrowhead, crested;Sagittaria;cristata;Alismataceae
120;wapato;Sagittaria;cuneata;Alismataceae
1022;arrowhead, grassy;Sagittaria;graminea;Alismataceae
561;arrowhead, broadleaf;Sagittaria;latifolia;Alismataceae
560;arrowhead, hooded;Sagittaria;montevidensis;Alismataceae
1118;arrowhead, sessile-fruit;Sagittaria;rigida;Alismataceae
273;willow, white;Salix;alba;Salicaceae
216;willow, peachleaf;Salix;amygdaloides;Salicaceae
1837;willow, rusty;Salix;atrocinerea;Salicaceae
217;willow, Bebb's;Salix;bebbiana;Salicaceae
671;willow, sageleaf;Salix;candida;Salicaceae
1836;willow, gray;Salix;cinerea;Salicaceae
1750;willow, dune;Salix;cordata;Salicaceae
791;willow, pussy;Salix;discolor;Salicaceae
1838;willow, hoary;Salix;elaeagnos;Salicaceae
792;willow, Missouri River;Salix;eriocephala;Salicaceae
793;willow, crack;Salix;fragilis;Salicaceae
1520;willow, prairie;Salix;humilis;Salicaceae
1521;willow, sandbar;Salix;interior;Salicaceae
1796;willow, shining;Salix;lucida;Salicaceae
1522;willow, bayberry;Salix;myricoides;Salicaceae
1523;willow, black;Salix;nigra;Salicaceae
562;willow, bog;Salix;pedicellaris;Salicaceae
1524;willow, satiny;Salix;pellita;Salicaceae
796;willow, laurel;Salix;pentandra;Salicaceae
797;willow, meadow;Salix;petiolaris;Salicaceae
563;willow, diamondleaf;Salix;planifolia;Salicaceae
1686;willow, purple;Salix;purpurea;Salicaceae
1091;willow, balsam;Salix;pyrifolia;Salicaceae
1094;willow, whitecrack;Salix;rubens X;Salicaceae
1525;willow, silky;Salix;sericea;Salicaceae
799;willow, autumn;Salix;serissima;Salicaceae
790;thistle, slender Russian;Salsola;collina;Chenopodiaceae
51;thistle, Russian;Salsola;tragus;Chenopodiaceae
1070;sage, azure blue;Salvia;azurea;Lamiaceae
794;sage, woodland;Salvia;nemorosa;Lamiaceae
672;sage, introduced;Salvia;pratensis;Lamiaceae
798;sage, lanceleaf;Salvia;reflexa;Lamiaceae
1839;sage, splendid;Salvia;splendens;Lamiaceae
795;elderberry;Sambucus;nigra;Adoxaceae
59;elderberry, black or red;Sambucus;racemosa;Adoxaceae
673;brookweed, seaside;Samolus;parviflorus;Theophrastaceae
1426;bloodroot;Sanguinaria;canadensis;Papaveraceae
1131;blacksnakeroot, Canadian;Sanicula;canadensis;Apiaceae
674;sanicle, Maryland;Sanicula;marilandica;Apiaceae
1132;blacksnakeroot, clustered;Sanicula;odorata;Apiaceae
1134;blacksnakeroot, large-fruit;Sanicula;trifoliata;Apiaceae
68;bett, bouncing;Saponaria;officinalis;Caryophyllaceae
158;pitcher-plant, purple;Sarracenia;purpurea;Sarraceniaceae
1650;sassafras;Sassafras;albidum;Lauraceae
1697;savory, summer;Satureja;hortensis;Lamiaceae
1374;squill, Siberian;Scilla;siberica;Liliaceae
307;knawel;Scleranthus;annuus;Caryophyllaceae
1586;knawel, perennial;Scleranthus;perennis;Caryophyllaceae
230;figwort, lanceleaf;Scrophularia;lanceolata;Scrophulariaceae
1550;carpenter's-square;Scrophularia;marilandica;Scrophulariaceae
130;skullcap, marsh;Scutellaria;galericulata;Lamiaceae
565;skullcap, blue;Scutellaria;lateriflora;Lamiaceae
1359;skullcap, heart-leaf;Scutellaria;ovata;Lamiaceae
1358;skullcap, small;Scutellaria;parvula;Lamiaceae
424;wallpepper;Sedum;acre;Crassulaceae
1840;stonecrop, European;Sedum;ochroleucum;Crassulaceae
1616;stonecrop, stringy;Sedum;sarmentosum;Crassulaceae
981;ragwort, woodland;Senecio;sylvaticus;Asteraceae
1031;ragwort, sticky;Senecio;viscosus;Asteraceae
982;groundsel, common;Senecio;vulgaris;Asteraceae
1497;sensitiveplant, American wild;Senna;hebecarpa;Fabaceae
1628;sensitiveplant, Maryland wild;Senna;marilandica;Fabaceae
1498;coffee-weed;Senna;obtusifolia;Fabaceae
566;buffaloberry, silver;Shepherdia;argentea;Elaeagnaceae
76;buffaloberry, russet;Shepherdia;canadensis;Elaeagnaceae
1505;fivefingers, shrubby;Sibbaldiopsis;tridentata;Rosaceae
1272;cucumber, one-seed burr;Sicyos;angulatus;Cucurbitaceae
69;cat, sleepy;Silene;antirrhina;Caryophyllaceae
1055;maltese-cross;Silene;chalcedonica;Caryophyllaceae
653;campion, rose;Silene;coronaria;Caryophyllaceae
801;catchfly, Balkan;Silene;csereii;Caryophyllaceae
567;silene, dichotoma;Silene;dichotoma;Caryophyllaceae
760;robin, ragged;Silene;flos-cuculi;Caryophyllaceae
67;campion, white;Silene;latifolia;Caryophyllaceae
1255;catchfly, snowy;Silene;nivea;Caryophyllaceae
568;silene, nightflowering;Silene;noctiflora;Caryophyllaceae
1736;catchfly, royal;Silene;regia;Caryophyllaceae
1256;widow's-frill;Silene;stellata;Caryophyllaceae
1619;firepink;Silene;virginica;Caryophyllaceae
1581;campion, clammy;Silene;viscaria;Caryophyllaceae
70;campion, bladder;Silene;vulgaris;Caryophyllaceae
983;rosinweed, wholeleaf;Silphium;integrifolium;Asteraceae
1072;compassplant;Silphium;laciniatum;Asteraceae
1208;cup-plant;Silphium;perfoliatum;Asteraceae
1610;dock, prairie;Silphium;terebinthinaceum;Asteraceae
569;mustard, white;Sinapis;alba;Brassicaceae
259;mustard, wild;Sinapis;arvensis;Brassicaceae
42;mustard, tumble;Sisymbrium;altissimum;Brassicaceae
570;mustard, small tumbleweed;Sisymbrium;loeselii;Brassicaceae
571;hedgemustard;Sisymbrium;officinale;Brassicaceae
1691;blue-eyed grass, white;Sisyrinchium;albidum;Iridaceae
123;blue-eyed-grass, narrowleaf;Sisyrinchium;angustifolium;Iridaceae
1693;blue-eyed grass, eastern;Sisyrinchium;atlanticum;Iridaceae
1340;blue-eyed-grass, prairie;Sisyrinchium;campestre;Iridaceae
713;blue-eyed-grass, mountain;Sisyrinchium;montanum;Iridaceae
1341;blue-eyed-grass, needle tip;Sisyrinchium;mucronatum;Iridaceae
572;waterparsnip, hemlock;Sium;suave;Apiaceae
1553;carrionflower, upright;Smilax;ecirrhata;Smilacaceae
802;carrionflower, smooth;Smilax;herbacea;Smilacaceae
1554;greenbrier, Illinois;Smilax;illinoensis;Smilacaceae
851;carrionflower, Blue Ridge;Smilax;lasioneura;Smilacaceae
1555;Chinaroot;Smilax;tamnoides;Smilacaceae
573;horsenettle, Carolina;Solanum;carolinense;Solanaceae
242;nightshade, bitter;Solanum;dulcamara;Solanaceae
428;nightshade, hairy;Solanum;physalifolium;Solanaceae
676;nightshade, black;Solanum;ptycanthum;Solanaceae
574;nightshade, buffalobur;Solanum;rostratum;Solanaceae
1408;goldenrod, white;Solidago;bicolor;Asteraceae
1419;goldenrod, wreath;Solidago;caesia;Asteraceae
984;goldenrod, meadow;Solidago;canadensis;Asteraceae
1209;goldenrod, zigzag;Solidago;flexicaulis;Asteraceae
985;goldenrod, smooth;Solidago;gigantea;Asteraceae
1210;goldenrod, hairy;Solidago;hispida;Asteraceae
1211;goldenrod, early;Solidago;juncea;Asteraceae
986;goldenrod, Missouri;Solidago;missouriensis;Asteraceae
987;goldenrod, velvety;Solidago;mollis;Asteraceae
988;goldenrod, Dyersweed;Solidago;nemoralis;Asteraceae
1454;goldenrod, Ohio;Solidago;ohioensis;Asteraceae
1611;goldenrod, roundleaf;Solidago;patula;Asteraceae
968;oligoneuron, white;Solidago;ptarmicoides;Asteraceae
1212;goldenrod, Riddell's flat-top;Solidago;riddellii;Asteraceae
969;oligoneuron, rigid;Solidago;rigida;Asteraceae
989;goldenrod, wrinkleleaf;Solidago;rugosa;Asteraceae
1213;goldenrod, shadowy;Solidago;sciaphila;Asteraceae
1841;goldenrod, seaside;Solidago;sempervirens;Asteraceae
990;goldenrod, Mt. Albert;Solidago;simplex;Asteraceae
991;goldenrod, showy;Solidago;speciosa;Asteraceae
992;goldenrod, bog;Solidago;uliginosa;Asteraceae
1214;goldenrod, elm leaf;Solidago;ulmifolia;Asteraceae
993;sow-thistle, field;Sonchus;arvensis;Asteraceae
994;sow-thistle, prickly;Sonchus;asper;Asteraceae
995;sow-thistle, common;Sonchus;oleraceus;Asteraceae
1506;spiraea, false;Sorbaria;sorbifolia;Rosaceae
1507;ash, American mountain;Sorbus;americana;Rosaceae
677;ash, European mountain;Sorbus;aucuparia;Rosaceae
1508;ash, northern mountain;Sorbus;decora;Rosaceae
1558;bur-reed, American;Sparganium;americanum;Typhaceae
678;bur-reed, branched;Sparganium;androcladum;Typhaceae
244;bur-reed, simplestem;Sparganium;angustifolium;Typhaceae
243;bur-reed, simplestem;Sparganium;emersum;Typhaceae
575;bur-reed, broadfruit;Sparganium;eurycarpum;Typhaceae
679;bur-reed, floating;Sparganium;fluctuans;Typhaceae
1559;bur-reed, clustered;Sparganium;glomeratum;Typhaceae
308;bur-reed, small;Sparganium;natans;Typhaceae
309;stickwort;Spergula;arvense;Caryophyllaceae
577;sandspurry, salt;Spergularia;marina;Caryophyllaceae
576;sandspurry, media;Spergularia;media;Caryophyllaceae
71;sandspurry, red;Spergularia;rubra;Caryophyllaceae
1509;meadowsweet, white;Spiraea;alba;Rosaceae
1510;steeplebush;Spiraea;tomentosa;Rosaceae
1421;ladies-tresses, Case's;Spiranthes;casei;Orchidaceae
1422;ladies-tresses, white nodding;Spiranthes;cernua;Orchidaceae
1423;ladies-tresses, northern slender;Spiranthes;lacera;Orchidaceae
1706;ladies-tresses, shining;Spiranthes;lucida;Orchidaceae
1424;ladies-tresses, Great Plains;Spiranthes;magnicamporum;Orchidaceae
1707;ladies-tresses, October;Spiranthes;ovalis;Orchidaceae
154;ladies-tresses, western;Spiranthes;romanzoffiana;Orchidaceae
136;duckweed, giant;Spirodela;polyrrhiza;Araceae
1783;woundwort;Stachys;palustris;Lamiaceae
329;hedgenettle, marsh;Stachys;pilosa;Lamiaceae
1360;hedgenettle, smooth;Stachys;tenuifolia;Lamiaceae
1560;bladdernut, American;Staphylea;trifolia;Staphyleaceae
578;starwort, boreal;Stellaria;borealis;Caryophyllaceae
714;starwort, fleshy;Stellaria;crassifolia;Caryophyllaceae
310;starwort, lesser;Stellaria;graminea;Caryophyllaceae
1587;adder's-meat;Stellaria;holostea;Caryophyllaceae
72;starwort, longleaved;Stellaria;longifolia;Caryophyllaceae
73;starwort, longstalk;Stellaria;longipes;Caryophyllaceae
74;chickweed;Stellaria;media;Caryophyllaceae
1599;chickweed, European;Stellaria;palustris;Caryophyllaceae
133;twistedstalk, claspleaf;Streptopus;amplexifolius;Liliaceae
330;twistedstalk, rosy;Streptopus;lanceolatus;Liliaceae
1303;fuzzybean, trailing;Strophostyles;helvula;Fabaceae
1074;fuzzybean, slick seed;Strophostyles;leiosperma;Fabaceae
532;pondweed, fineleaf;Stuckenia;filiformis;Potamogetonaceae
536;pondweed, sago;Stuckenia;pectinata;Potamogetonaceae
539;pondweed, sheathed;Stuckenia;vaginata;Potamogetonaceae
579;seepweed, Pursh's;Suaeda;calceoliformis;Chenopodiaceae
1531;coolwort, Sullivant's;Sullivantia;sullivantii;Saxifragaceae
60;snowberry, common;Symphoricarpos;albus;Caprifoliaceae
580;snowberry, western;Symphoricarpos;occidentalis;Caprifoliaceae
1075;coralberry;Symphoricarpos;orbiculatus;Caprifoliaceae
874;aster, rush;Symphyotrichum;boreale;Asteraceae
889;aster, alkali rayless;Symphyotrichum;ciliatum;Asteraceae
875;aster, Lindley;Symphyotrichum;ciliolatum;Asteraceae
1157;aster, common blue wood;Symphyotrichum;cordifolium;Asteraceae
1158;aster, Drummond's;Symphyotrichum;drummondii;Asteraceae
1312;aster, rice-button;Symphyotrichum;dumosum;Asteraceae
373;aster, white;Symphyotrichum;ericoides;Asteraceae
876;aster, cluster;Symphyotrichum;falcatum;Asteraceae
877;aster, smooth;Symphyotrichum;laeve;Asteraceae
879;aster, willow;Symphyotrichum;lanceolatum, ssp. hesperium;Asteraceae
878;aster, white panicle;Symphyotrichum;lanceolatum, ssp. lanceolatum;Asteraceae
1159;aster, calico;Symphyotrichum;lateriflorum;Asteraceae
880;aster, New England;Symphyotrichum;novae-angliae;Asteraceae
881;aster, aromatic;Symphyotrichum;oblongifolium;Asteraceae
1162;aster, bottomland;Symphyotrichum;ontarionis;Asteraceae
1163;aster, skyblue;Symphyotrichum;oolentangiensis;Asteraceae
446;aster, hairy white;Symphyotrichum;pilosum;Asteraceae
1015;aster, willowleaf;Symphyotrichum;praealtum;Asteraceae
1164;aster, crookedstem;Symphyotrichum;prenanthoides;Asteraceae
453;aster, bristly;Symphyotrichum;puniceum;Asteraceae
1313;aster, fragile-stemmed;Symphyotrichum;racemosum;Asteraceae
1784;aster, Robyn's;Symphyotrichum;robynsianum;Asteraceae
1166;aster, western silver;Symphyotrichum;sericeum;Asteraceae
1167;aster, Short's;Symphyotrichum;shortii;Asteraceae
1083;aster, annual saltmarsh;Symphyotrichum;subulatum;Asteraceae
1582;aster, white arrow American;Symphyotrichum;urophyllum;Asteraceae
1842;comfrey, prickly;Symphytum;asperum;Boraginaceae
582;comfrey, common;Symphytum;officinale;Boraginaceae
581;comfrey, prickly;Symphytum;uplandicum;Boraginaceae
1141;skunk-cabbage;Symplocarpus;foetidus;Araceae
141;lilac;Syringa;vulgaris;Oleaceae
1135;yellow-pimpernel;Taenidia;integerrima;Apiaceae
882;costmary;Tanacetum;balsamita;Asteraceae
1456;tansy, dune;Tanacetum;bipinnatum;Asteraceae
996;feverfew;Tanacetum;parthenium;Asteraceae
997;tansy, common;Tanacetum;vulgare;Asteraceae
998;dandelion, red-seeded;Taraxacum;erythrospermum;Asteraceae
999;dandelion, common;Taraxacum;officinale;Asteraceae
1583;pinkqueen;Tarenaya;hassleriana;Cleomaceae
908;fleabane, marsh;Tephroseris;palustris;Asteraceae
1304;goat's-rue;Tephrosia;virginiana;Fabaceae
1223;spinach, New Zealand;Tetragonia;tetragonioides;Aizoaceae
311;germander;Teucrium;canadense;Lamiaceae
680;meadowrue, purple;Thalictrum;dasycarpum;Ranunculaceae
1472;meadowrue, early;Thalictrum;dioicum;Ranunculaceae
852;meadowrue, waxyleaf;Thalictrum;revolutum;Ranunculaceae
1473;rue-anemone;Thalictrum;thalictroides;Ranunculaceae
192;meadowrue, veiny;Thalictrum;venulosum;Ranunculaceae
1136;meadow-parsnip, hairy-joint;Thaspium;barbinode;Apiaceae
1725;meadow-parsnip, smooth;Thaspium;trifoliatum;Apiaceae
101;pea, golden;Thermopsis;rhombifolia;Fabaceae
1785;gourd, Manchu tuber;Thladiantha;dubia;Cucurbitaceae
43;pennycress, field;Thlaspi;arvense;Brassicaceae
1051;Spurge-flax;Thymelaea;passerina;Thymelaeaceae
583;thyme, mother of;Thymus;praecox;Lamiaceae
1532;foamflower, heartleaf;Tiarella;cordifolia;Saxifragaceae
1562;basswood, American or linden;Tilia;americana;Tiliaceae
585;hedgeparsley, erect;Torilis;japonica;Apiaceae
4;ivy, poison;Toxicodendron;radicans;Anacardiaceae
803;ivy, western poison;Toxicodendron;rydbergii;Anacardiaceae
1121;sumac, poison;Toxicodendron;vernix;Anacardiaceae
853;spiderwort, longbract;Tradescantia;bracteata;Commelinaceae
854;spiderwort, prairie;Tradescantia;occidentalis;Commelinaceae
1264;bluejacket;Tradescantia;ohiensis;Commelinaceae
1001;salsify, yellow;Tragopogon;dubius;Asteraceae
1002;salsify;Tragopogon;porrifolius;Asteraceae
1003;salsify, meadow;Tragopogon;pratensis;Asteraceae
224;St. John's wort, marsh;Triadenum;fraseri;Hypericaceae
1843;St. John's wort, Virginia;Triadenum;Virginicum;Hypericaceae
584;tofieldia, glutin;Triantha;glutinosa;Tofieldiaceae
253;vine, puncture;Tribulus;terrestris;Zygophyllaceae
1350;pennyroyal, false;Trichostema;brachiatus;Lamiaceae
176;starflower, broadleaved;Trientalis;borealis;Myrsinaceae
586;clover, rabbitfoot;Trifolium;arvense;Fabaceae
102;clover, yellow;Trifolium;aureum;Fabaceae
587;clover, field;Trifolium;campestre;Fabaceae
103;clover, suckling;Trifolium;dubium;Fabaceae
104;clover, strawberry;Trifolium;fragiferum;Fabaceae
105;clover, alsike;Trifolium;hybridum;Fabaceae
588;clover, crimson;Trifolium;incarnatum;Fabaceae
107;clover, red;Trifolium;pratense;Fabaceae
108;clover, white;Trifolium;repens;Fabaceae
1375;whip-poor-will-flower;Trillium;cernuum;Melanthiaceae
1718;trillium, purple;Trillium;erectum;Melanthiaceae
1376;wakerobin, nodding;Trillium;flexipes;Melanthiaceae
1377;wakerobin, large flower;Trillium;grandiflorum;Melanthiaceae
1378;wakerobin, dwarf white;Trillium;nivale;Melanthiaceae
1703;wakerobin;Trillium;recurvatum;Melanthiaceae
45;lookingglass, Venus';Triodanis;perfoliata;Campanulaceae
1251;horse-gentian, orange fruit;Triosteum;aurantiacum;Caprifoliaceae
1252;feverwort;Triosteum;perfoliatum;Caprifoliaceae
1719;threebirds;Triphora;trianthophora;Orchidaceae
27;mustard, tower;Turritis;glabra;Brassicaceae
1005;coltsfoot;Tussilago;farfara;Asteraceae
590;cattail, narrowleaf;Typha;angustifolia;Typhaceae
591;cattail, southern;Typha;domingensis;Typhaceae
592;cattail, white;Typha;glauca X;Typhaceae
245;cattail, common;Typha;latifolia;Typhaceae
246;elm, American;Ulmus;americana;Ulmaceae
589;elm, Siberian;Ulmus;pumila;Ulmaceae
1563;elm, slippery;Ulmus;rubra;Ulmaceae
1564;elm, rock;Ulmus;thomasii;Ulmaceae
248;nettle, stinging;Urtica;dioica;Urticaceae
1363;bladderwort, horned;Utricularia;cornuta;Lentibulariaceae
1698;bladderwort, hidden-fruited;Utricularia;geminiscapa;Lentibulariaceae
593;bladderwort, humped;Utricularia;gibba;Lentibulariaceae
594;bladderwort, flatleaf;Utricularia;intermedia;Lentibulariaceae
312;bladderwort, common;Utricularia;macrorhiza;Lentibulariaceae
595;bladderwort, lesser;Utricularia;minor;Lentibulariaceae
1364;bladderwort, purple;Utricularia;purpurea;Lentibulariaceae
1365;bladderwort, lavender;Utricularia;resupinata;Lentibulariaceae
1798;bladderwort;Utricularia;subulata;Lentibulariaceae
1379;bellwort, large flower;Uvularia;grandiflora;Liliaceae
1380;bellwort, sessile-leaf;Uvularia;sessilifolia;Liliaceae
313;cow-cockle;Vaccaria;hispanica;Caryophyllaceae
1282;blueberry, late lowbush;Vaccinium;angustifolium;Ericaceae
88;huckleberry, dwarf;Vaccinium;cespitosum;Ericaceae
1637;blueberry, highbush;Vaccinium;corymbosum;Ericaceae
681;cranberry;Vaccinium;macrocarpon;Ericaceae
682;huckleberry, velvetleaf;Vaccinium;myrtilloides;Ericaceae
597;cranberry, small;Vaccinium;oxycoccos;Ericaceae
1740;blueberry, hillside;Vaccinium;pallidum;Ericaceae
507;lingonberry;Vaccinium;vitis-idaea;Ericaceae
249;valerian, edible;Valeriana;edulis;Valerianaceae
598;valerian, garden;Valeriana;officinalis;Valerianaceae
1764;valerian, marsh;Valeriana;uliginosa;Valerianaceae
1766;corn-salad, Great Lakes;Valerianella;chenopodiifolia;Valerianaceae
600;eelgrass, American;Vallisneria;americana;Hydrocharitaceae
232;mullein, moth;Verbascum;blattaria;Scrophulariaceae
1756;mullein, dense-flowered;Verbascum;densiflorum;Scrophulariaceae
1551;mullein, black;Verbascum;nigrum;Scrophulariaceae
601;mullein, orange;Verbascum;phlomoides;Scrophulariaceae
233;mullein, flannel;Verbascum;thapsus;Scrophulariaceae
250;vervain, bracted;Verbena;bracteata;Verbenaceae
314;hyssop, wild;Verbena;hastata;Verbenaceae
1569;vervain, narrowleaf;Verbena;simplex;Verbenaceae
684;verbena, hoary;Verbena;stricta;Verbenaceae
1570;vervain, white;Verbena;urticifolia;Verbenaceae
1612;wingstem;Verbesina;alternifolia;Asteraceae
1076;ironweed, Baldwin's;Vernonia;baldwinii;Asteraceae
1006;ironweed, prairie;Vernonia;fasciculata;Asteraceae
234;speedwell, American;Veronica;americana;Plantaginaceae
235;speedwell, water;Veronica;anagallis-aquatica;Plantaginaceae
236;speedwell, common;Veronica;arvensis;Plantaginaceae
1757;speedwell, broad-leaf;Veronica;austriaca;Plantaginaceae
1845;speedwell, heartleaf;Veronica;bachofenii;Plantaginaceae
1759;speedwell, European;Veronica;beccabunga;Plantaginaceae
603;speedwell, germander;Veronica;chamaedrys;Plantaginaceae
1844;speedwell, Dillen's;Veronica;dillenii;Plantaginaceae
685;speedwell, ivyleaf;Veronica;hederifolia;Plantaginaceae
315;speedwell, long-leaf;Veronica;longifolia;Plantaginaceae
237;speedwell, common;Veronica;officinalis;Plantaginaceae
238;speedwell, purslane;Veronica;peregrina;Plantaginaceae
604;speedwell, birdeye;Veronica;persica;Plantaginaceae
1077;speedwell, gray field;Veronica;polita;Plantaginaceae
239;speedwell, skullcap;Veronica;scutellata;Plantaginaceae
240;speedwell, thyme-leaved;Veronica;serpyllifolia;Plantaginaceae
316;speedwell, spring;Veronica;verna;Plantaginaceae
1552;culver's-root;Veronicastrum;virginicum;Plantaginaceae
1546;viburnum, maple-leaved;Viburnum;acerifolium;Caprifoliaceae
1617;arrowwood, southern;Viburnum;dentatum;Caprifoliaceae
326;viburnum, mooseberry or squashberry;Viburnum;edule;Adoxaceae
855;wayfaringtree;Viburnum;lantana;Adoxaceae
805;nannyberry;Viburnum;lentago;Adoxaceae
1557;possum-haw;Viburnum;nudum;Caprifoliaceae
686;cranberry, European high-bush;Viburnum;opulus;Adoxaceae
1618;blackhaw, smooth;Viburnum;prunifolium;Caprifoliaceae
1250;arrowwood, downy;Viburnum;rafinesquinanum;Caprifoliaceae
1797;cranberry, American high-bush;Viburnum;trilobum;Adoxaceae
109;vetch, American;Vicia;americana;Fabaceae
1649;vetch, Carolina;Vicia;caroliniana;Fabaceae
328;vetch, bird;Vicia;cracca;Fabaceae
110;vetch, tiny;Vicia;hirsuta;Fabaceae
111;vetch, common;Vicia;sativa;Fabaceae
605;vetch, lentil;Vicia;tetrasperma;Fabaceae
606;vetch, winter;Vicia;villosa;Fabaceae
452;periwinkle, common;Vinca;minor;Apocynaceae
317;violet, hooked spur;Viola;adunca;Violaceae
804;violet, sand;Viola;affinis;Violaceae
318;pansy, European field;Viola;arvensis;Violaceae
1572;violet, sweet white;Viola;blanda;Violaceae
251;violet, Canada;Viola;canadensis;Violaceae
